词语	拼音	词性	英语	例句
核查	héchá	v	Check	2002年9月20日，欧盟委员会官员亲赴宁波核查，跟随欧盟官员核查的向东律师告诉记者，此次核查的目的是考察是否给予中国企业市场经济地位。##“经过事无巨细的考察和中国企业在核查中自身的不断完善，最终五家应诉的企业都取得了市场经济地位。
贸易保护主义	màoyìbǎohùzhǔyì	n	Trade protectionism	这种行为将不可避免地导致全球范围内贸易保护主义抬头，与刚刚召开的G20峰会各国发出反对贸易保护主义的倡议是背道而驰的。##该负责人强调，中方认为，在当前世界经济处于危机的形势下，欧方对本案的最终裁定，违背了欧盟在G20峰会上抵制贸易保护主义的承诺，违反了WTO贸易救济规则，损害了中国产业的实际利益，也损害了欧盟的整体利益，中方将坚决维护中国企业的正当权益。
贸易壁垒	màoyìbìlěi	i	Trade barrier	但这只是欧盟委员会单一从行政上取消反倾销贸易壁垒，中国企业尚未在二审司法上赢得最终结果。##8月31日，俄罗斯、白俄罗斯和哈萨克斯坦经济共同体发起日用陶瓷一般性保障措施的调查，以保护国内产业为由，向全球设立贸易壁垒。
欧盟	ōuméng	j	European Union	这给欧盟增加了法律义务。##“欧盟法院表示，欧盟不能再这么做了。
排挤	páijǐ	v	Crowding	这种倾销方式是偶然发生的、一般无占领国外市场、排挤竞争者之目的，而且因为持续的时间较短，不至于打乱进口国的市场秩序、损害其工业。##其目的或是为了销售过剩产品，或是为了维持生产规模，或是为了赚取外汇，但通常是为了排挤乃至挤垮他国相同或类似产品生产者，以实现垄断市场、提高价格、获取超额垄断利润。
判决书	pànjuéshū	n	Judgment	2012年11月18日，奥康收到欧盟高等法院下达的判决书，裁定欧盟委员会赔偿奥康上诉欧盟初级和高等法院的诉讼费折合人民币500余万元；##股价开盘大涨缘于胜诉奥康国际早盘高开，源于奥康18日收到欧盟高等法院下达的判决书，裁定欧盟初级法院在审理奥康抗辩欧盟反倾销的案件上，个别法律条款使用不当，欠缺公正，终审判定中国奥康胜诉。
涉案	shèàn	v	involved	海关统计数据显示，全国此案涉案企业有2000多家。##调查期内，全国对巴基斯坦出口涉案产品1.5亿美元；
胜诉	shèngsù	v	Win	2010年5月其他四家鞋企感觉二审胜诉无望，宣布放弃上诉。##股价开盘大涨缘于胜诉奥康国际早盘高开，源于奥康18日收到欧盟高等法院下达的判决书，裁定欧盟初级法院在审理奥康抗辩欧盟反倾销的案件上，个别法律条款使用不当，欠缺公正，终审判定中国奥康胜诉。
限价	xiànjià	v	Fixed price	第二、限价指令：指执行时必须按限定价格或更好价格成交的指令。##交易指令股指期货交易有三种指令：市价指令、限价指令和取消指令。##不过，对这一倡议，某进出口协会负责人表示：虽然国內的企业的确缺乏行业自律意识，但在市场经济下，价格的制定应该是企业自主的行为，由行业组织出面进行限制似乎不妥，制定最低限价等措施的可行性不大。
终裁	zhōngcái	v	The final	最终裁定将由欧委会提交欧盟理事会通过，于10月8日前公布。##在欧盟27个成员国中，尽管有14个国家对此投了反对票，但欧盟委员会仍通过了这一决定，并将在2013年5月15日前就是否征收上述反倾销税做出最终裁定。
抽样检查	chōuyàngjiǎnchá	v	***	6、强化相关条款，以处理在调查、质询以及审查中对抽样检查的不合作行为；
对外	duìwài	d	foreign	特别是对外商来华经营投资，中国有许多优惠政策，使我受到了很大的鼓舞。##②在对外经济活动中推行开放政策，并采用减免关税办法，吸引外资；
率先	shuàixiān	d	The first	5.农村经济发展缓慢经济特区内部分农村经济发展还比较缓慢，农民收入较低，不仅拖了5大经济特区率先基本实现现代化的后腿，而且影响到特区经济的可持续发展。##6.先发优势和国家政府集中力量加快经济发展的优势经过20年的发展，经济特区“先行一步”，5大特区在全国率先突破了传统计划经济体制模式，社会主义市场经济体制的框架已基本建立，统一开放、竞争有序、运转规范的市场体系已基本形成。
人均	rénjūn	v	per capita	6.经济总量还不够5大特区的经济尽管有了较大的发展，但除深圳和厦门两大特区之外，其他特区的经济总量还不够足，人均GDP还远远未达到基本实现现代化的标准。##以汕头经济特区为例，汕头2000年人均GDP仅为10371元，为全广东省平均水平的81.8%，比1995年下降了0.6个百分点。
沿海	yánhǎi	n	coastal	它们一般位于沿海地区，便于跟海外交往。##这四个经济特区都在中国的东南沿海地区，靠近香港和澳门。
成就	chéngjiù	n	achievement	这次在中国，我亲眼看到了中国的经济建设取得了很大成就，非常了不起。##”中国5大特区20年来所取得的巨大成就，除了借助国内外的有利条件外，与充分发挥社会主义制度能够集中力量办大事的优势是分不开的。
过境	guòjìng	v	Transit	过境货物可短期储存或重新包装，但不得加工制造，这与自由港或自由贸易区明显不同。##一般说来，过境区都提供保税仓库设施。
海域	hǎiyù	n	sea area	就我国总体上来看，海域渔业资源衰退，珊瑚礁、红树林遭破坏，海岸侵蚀问题突出。##海南省周围海域的珊瑚礁生态系统80%遭到不同程度的破坏，部分地段已濒临枯竭，并引起严重的海岸侵蚀。
减免	jiǎnmiǎn	v	Reduction	②在对外经济活动中推行开放政策，并采用减免关税办法，吸引外资；##例如，合资经营的企业所得税可以获得大幅度的减免。
视察	shìchá	v	inspection	2004年12月，胡锦涛总书记视察广东，先后到珠海、中山、佛山、广州等地，在听取了张德江、黄华华的工作汇报后作了重要指示。##1992年1月，88岁高龄的邓小平同志再次视察珠海，在亲眼目睹珠海翻天覆地的变化后，针对有人存在的否定经济特区的倾向，说：不是有人议论姓“资”姓“社”的问题吗？
国内生产总值	guónèishēngchǎnzǒngzhí	n	gross domestic product	2009年，国内生产总值4479.15亿元。##2000年，深圳经济特区的人均国内生产总值为3.9739万元，厦门的人均国内生产总值为3.8021万元，珠海的国内生产总值为330.26亿元，人均GDP2.6582万元，汕头的国内生产总值为476.98亿元，人均GDP1.0509万元，海南经济特区的国内生产总值为518.48亿元，人均GDP6894元。
经济特区	jīngjìtèqū	n	SEZ	随后，经济特区的开发和建设逐步展开。##中国的经济特区是中国实行改革开放政策以后开始设立的。
经济体制改革	jīngjìtǐzhìgǎigé	n	Economic system reform	这一点，温家宝总理说得很清楚：“不仅要推进经济体制改革，还要推进政治体制改革。##没有政治体制改革的保障，经济体制改革的成果就会得而复失，现代化建设的目标就不可能实现。
可持续发展	kěchíxùfāzhǎn	v	sustainable development	这些都是实现5大特区经济可持续发展的独特优势。##今后进一步发挥这一优势，就可以保证特区经济的可持续发展。
人口密度	rénkǒumìdù	n	Population density	8.5大特区人口基数庞大，人口密度较高，就业压力大到2000年底，5大特区共有1908.87万人，人口密度平均为1251.4人／km[2]，远远高于全国和广东、福建的平均水平。##其中深圳为432.94万人，人口密度为2222人／km[2]，珠海为124.89万人，人口密度为766人／km[2]，汕头为458.83万人，人口密度为2223人／km[2]，厦门为131.27万人，人口密度为839人／km[2]，海南为760.94万人，人口密度为207人／km[2]。
特区	tèqū	n	Special zone	这些都是实现5大特区经济可持续发展的独特优势。##今后进一步发挥这一优势，就可以保证特区经济的可持续发展。
特区法	tèqūfǎ	n	SAR law	为在限定地区进一步缓和规定限制,日本政府近日制定出了国家战略特区法修正案,新增扩大接受外国家政服务人员及民营企业家运营公立学校等政策。##《特区法》是越南出台的一部专门规定经济特区内各项事宜的法律，本法主要针对在云吞、峰云北、富国三县涉及各个特殊行政-经济单位的机关、组织和个人，调整范围包括地方政府和特区其它机关有关发展经济-社会的规划、机构和特殊政策及各单位人员安排，政策落实问题。
